variety,planting_date,days_to_harvest,head_weight_kg,head_diameter_cm,soil_ph,irrigation_liters_week,pest_present,fertilizer_type,quality_grade
Кольраби,2025-12-21,90,1.03,8.5,6.52,12.6,True,Комплексное,B
Брюссельская,2025-11-25,130,0.53,6.9,5.37,14.6,False,Комплексное,A
Савойская,2024-03-05,118,1.26,20.5,5.95,14.4,False,Органическое,B
Цветная,2026-05-03,78,2.32,14.1,5.93,10.6,False,Комплексное,A
Краснокочанная,2024-03-20,114,2.98,20.1,7.24,8.0,False,Комплексное,B
Кольраби,2025-12-30,73,0.38,10.2,7.06,11.1,False,Комплексное,A
Белокочанная,2026-01-08,99,2.42,15.6,5.77,24.0,False,Комплексное,C
Савойская,2026-03-24,111,1.58,14.7,6.96,14.1,False,Органическое,A
Цветная,2025-04-02,115,2.31,19.3,6.33,11.8,False,Органическое,A
Савойская,2025-03-21,119,2.73,16.3,6.77,9.1,False,Минеральное,A
Цветная,2025-07-12,84,0.86,18.1,7.1,13.3,False,Минеральное,A
Цветная,2025-11-07,100,1.95,17.4,6.92,15.1,False,Комплексное,A
Брокколи,2024-03-23,101,0.54,9.9,5.78,16.7,True,Минеральное,C
Брокколи,2025-11-04,67,0.68,14.8,7.53,7.7,False,Комплексное,C
Пекинская,2025-04-25,61,0.9,15.8,6.64,15.1,False,Комплексное,A
Краснокочанная,2024-10-22,143,1.95,15.3,6.11,13.5,False,Биоудобрение,A
Белокочанная,2026-05-12,124,4.19,27.3,6.48,13.0,False,Биоудобрение,A
Брокколи,2025-03-15,85,0.95,18.1,7.3,11.6,False,Минеральное,B
Краснокочанная,2025-05-10,136,1.93,15.4,5.52,10.1,False,Органическое,B
Краснокочанная,2025-08-15,112,1.79,18.8,5.22,9.6,False,Минеральное,C
Цветная,2025-11-17,100,1.05,18.7,5.86,10.2,False,Комплексное,B
Цветная,2026-05-02,98,2.03,22.7,6.89,12.3,False,Комплексное,B
Цветная,2026-05-30,74,1.72,18.8,6.52,11.0,True,Биоудобрение,C
Краснокочанная,2024-05-05,125,2.37,18.6,5.83,9.2,False,Биоудобрение,A
Савойская,2025-12-16,107,0.95,18.1,6.39,20.8,False,Минеральное,B
Савойская,2026-01-20,127,1.26,15.1,5.29,13.0,True,Биоудобрение,C
Краснокочанная,2024-06-01,117,1.71,24.4,6.52,12.2,False,Органическое,A
Белокочанная,2024-11-23,98,3.5,25.9,5.62,7.9,False,Органическое,B
Брюссельская,2026-02-09,119,1.07,8.2,6.26,9.7,False,Органическое,A
Брюссельская,2024-05-09,116,1.27,6.9,6.12,13.7,False,Комплексное,A
Пекинская,2024-12-20,81,0.73,9.2,5.42,9.6,True,Биоудобрение,D
Пекинская,2025-07-24,60,1.79,12.0,6.97,13.3,False,Органическое,A
Краснокочанная,2026-01-22,132,1.97,17.3,7.49,12.5,False,Биоудобрение,B
Брюссельская,2025-07-16,99,0.44,7.9,5.64,13.4,False,Комплексное,B
Цветная,2025-04-08,95,1.46,10.7,7.26,13.7,True,Минеральное,C
Цветная,2025-03-06,109,1.39,14.0,6.67,12.7,False,Минеральное,A
Цветная,2025-03-09,89,1.79,17.5,7.25,12.5,True,Минеральное,C
Брокколи,2024-09-17,93,0.61,17.8,5.55,15.2,False,Органическое,B
Цветная,2026-05-14,84,0.64,17.7,6.37,13.0,True,Без удобрений,B
Кольраби,2026-04-02,56,0.63,9.1,6.0,9.7,False,Органическое,A
Савойская,2026-05-09,100,1.69,15.6,5.88,10.8,False,Минеральное,A
Савойская,2025-12-16,99,1.07,17.3,7.14,10.1,False,Комплексное,A
Брюссельская,2025-11-10,127,0.87,6.5,6.75,12.4,False,Минеральное,A
Савойская,2026-03-16,121,1.21,14.3,5.76,12.9,False,Органическое,A
Белокочанная,2026-04-29,131,4.03,20.4,6.15,13.2,False,Органическое,A
Кольраби,2025-12-02,81,0.82,9.0,5.5,10.6,True,Органическое,D
Кольраби,2024-07-17,84,0.71,10.9,7.53,12.2,False,Комплексное,B
Пекинская,2026-06-03,84,1.06,12.9,5.41,11.5,True,Без удобрений,D
Белокочанная,2026-02-03,114,2.37,20.3,7.41,17.3,True,Минеральное,D
Брокколи,2025-04-09,66,1.01,12.5,5.8,11.7,False,Органическое,B
Брюссельская,2024-12-17,98,0.57,6.2,6.76,9.9,False,Без удобрений,B
Кольраби,2024-09-09,77,0.39,9.5,5.97,19.1,True,Биоудобрение,C
Савойская,2024-03-16,124,2.15,14.5,6.38,11.1,False,Биоудобрение,A
Савойская,2024-04-27,111,2.17,21.4,5.84,9.1,False,Биоудобрение,A
Пекинская,2025-03-30,55,0.95,15.2,7.05,6.9,True,Минеральное,C
Брюссельская,2025-01-25,122,1.0,5.0,5.58,12.1,False,Органическое,B
Пекинская,2024-06-24,71,1.51,10.1,5.77,12.4,False,Минеральное,A
Кольраби,2026-02-03,80,0.81,10.9,6.63,11.8,True,Без удобрений,C
Савойская,2026-02-17,117,2.41,18.5,6.49,16.6,False,Минеральное,A
Цветная,2026-03-12,116,1.41,16.4,5.52,16.7,False,Органическое,B
Кольраби,2024-12-07,88,0.38,6.8,7.28,6.5,True,Минеральное,D
Брокколи,2026-03-22,65,1.07,13.7,5.65,20.8,False,Органическое,B
Кольраби,2026-04-24,88,0.8,6.4,6.52,10.3,False,Без удобрений,B
Белокочанная,2024-09-23,123,2.74,22.7,5.46,13.4,False,Минеральное,B
Краснокочанная,2024-03-14,142,1.12,17.4,7.43,14.2,False,Без удобрений,B
Цветная,2026-05-23,93,0.63,11.0,6.9,14.4,True,Без удобрений,D
Пекинская,2025-08-27,80,1.45,13.1,6.12,15.0,False,Биоудобрение,A
Цветная,2026-01-20,99,1.26,16.7,6.3,8.8,True,Органическое,D
Цветная,2025-01-17,116,1.25,13.8,6.52,20.7,False,Комплексное,A
Брюссельская,2025-03-04,130,0.37,4.0,7.51,9.2,False,Биоудобрение,B
Пекинская,2024-10-06,81,1.09,12.4,7.25,20.4,False,Органическое,B
Кольраби,2025-02-28,76,0.37,9.6,5.57,12.2,False,Органическое,A
Цветная,2026-05-21,76,1.68,14.5,6.36,4.5,False,Комплексное,A
Краснокочанная,2026-05-08,110,2.98,15.9,5.33,13.5,False,Минеральное,B
Белокочанная,2025-12-10,103,1.8,21.3,7.07,10.5,True,Минеральное,C
Брокколи,2025-05-31,69,0.67,10.2,7.01,11.5,False,Комплексное,A
Брокколи,2024-11-24,102,0.5,11.1,5.4,6.1,True,Органическое,D
Пекинская,2024-11-04,74,0.89,11.2,5.37,13.6,False,Без удобрений,C
Белокочанная,2026-04-28,99,2.39,25.8,5.93,18.5,False,Минеральное,B
Савойская,2026-04-15,104,2.32,21.7,6.95,18.6,False,Комплексное,A
Краснокочанная,2025-01-07,133,2.83,20.6,6.28,15.7,False,Органическое,A
Белокочанная,2025-03-21,144,2.92,17.5,6.6,12.4,True,Органическое,B
Краснокочанная,2025-04-02,118,2.4,18.2,6.78,8.4,False,Без удобрений,C
Краснокочанная,2025-01-18,135,3.1,14.1,6.36,11.6,False,Биоудобрение,A
Цветная,2025-07-15,85,2.39,21.5,6.14,15.0,False,Комплексное,A
Брюссельская,2025-04-01,100,0.65,5.9,7.34,13.4,False,Органическое,B
Пекинская,2025-05-02,80,0.67,14.2,5.78,19.1,False,Органическое,A
Пекинская,2024-07-20,58,1.09,11.9,5.94,11.6,True,Биоудобрение,C
Краснокочанная,2024-09-05,126,3.1,16.7,5.96,17.7,False,Биоудобрение,B
Брюссельская,2024-08-03,107,0.99,6.7,7.07,15.0,False,Комплексное,A
Белокочанная,2025-03-03,134,2.4,23.8,5.39,13.4,False,Минеральное,B
Пекинская,2024-10-18,60,1.62,10.6,5.28,13.1,False,Минеральное,B
Кольраби,2026-02-03,79,0.8,8.7,5.98,10.1,False,Без удобрений,B
Белокочанная,2025-08-16,126,2.13,21.5,5.46,5.1,False,Органическое,B
Белокочанная,2024-09-11,117,2.28,27.1,5.9,10.3,False,Минеральное,A
Кольраби,2025-12-22,89,0.41,9.4,6.28,12.7,False,Биоудобрение,A
Пекинская,2025-06-09,54,0.64,13.8,5.42,10.4,False,Органическое,B
Брокколи,2026-03-15,70,1.39,13.3,7.1,3.2,False,Минеральное,B
Савойская,2024-08-31,113,1.9,13.8,7.05,16.3,False,Биоудобрение,A
Брюссельская,2024-03-13,109,0.47,6.3,6.3,16.1,True,Биоудобрение,C
Белокочанная,2024-11-06,102,1.66,23.4,7.32,12.0,False,Органическое,A
Брюссельская,2025-02-03,135,0.79,6.4,7.41,17.0,True,Комплексное,C
Кольраби,2026-04-07,79,1.1,11.7,6.59,14.6,False,Минеральное,A
Кольраби,2024-07-16,70,0.78,7.3,5.49,15.3,False,Органическое,B
Краснокочанная,2025-07-09,120,1.64,20.1,6.94,7.4,False,Минеральное,B
Кольраби,2025-08-15,73,0.92,6.5,6.95,5.7,False,Органическое,B
Краснокочанная,2026-03-26,136,2.71,15.4,7.24,17.6,False,Органическое,C
Брюссельская,2026-05-19,114,0.57,6.2,5.36,11.4,False,Без удобрений,B
Савойская,2024-09-15,103,2.0,19.9,5.99,9.9,False,Комплексное,A
Цветная,2025-06-17,116,1.56,16.9,7.08,7.4,False,Органическое,B
Цветная,2026-05-28,96,2.07,16.8,7.4,13.4,True,Комплексное,C
Брокколи,2024-09-08,62,0.84,10.3,6.63,17.4,False,Органическое,B
Брюссельская,2024-10-08,99,0.68,3.7,6.46,14.8,True,Органическое,B
Пекинская,2025-02-12,53,1.65,16.0,7.42,12.5,False,Органическое,B
Белокочанная,2025-06-14,128,3.62,16.6,6.13,14.3,False,Без удобрений,B
Брюссельская,2024-03-24,107,0.91,7.4,6.59,9.8,False,Органическое,A
Савойская,2024-12-06,136,1.18,12.3,5.47,17.9,True,Минеральное,D
Пекинская,2024-08-23,78,1.57,9.1,5.37,10.2,False,Органическое,B
Брокколи,2024-08-31,82,0.86,17.7,6.89,17.4,False,Минеральное,B
Краснокочанная,2026-04-13,106,2.29,21.3,7.03,11.4,False,Комплексное,A
Пекинская,2024-10-16,68,1.49,15.0,5.54,15.5,False,Органическое,B
Кольраби,2024-06-24,63,0.76,9.3,6.04,10.6,False,Комплексное,A
Краснокочанная,2026-05-21,110,2.92,17.5,5.93,7.8,False,Органическое,B
Брокколи,2026-05-13,66,1.32,15.0,7.55,9.7,False,Органическое,B
Кольраби,2025-01-28,61,0.83,10.1,6.53,14.1,False,Без удобрений,B
Белокочанная,2024-06-01,139,1.81,16.0,5.72,16.4,False,Комплексное,A
Кольраби,2024-09-17,83,0.96,13.1,5.69,15.4,False,Комплексное,B
Брокколи,2024-07-09,96,1.15,11.6,7.25,21.0,False,Без удобрений,C
Пекинская,2025-05-17,79,0.8,11.1,6.89,10.2,False,Минеральное,A
Цветная,2025-05-02,77,0.63,17.1,5.57,19.0,True,Без удобрений,D
Савойская,2024-05-26,124,2.04,18.4,5.53,15.7,False,Комплексное,B
Брокколи,2025-02-27,93,0.84,18.0,5.74,12.6,False,Комплексное,A
Белокочанная,2025-10-03,136,3.23,25.6,6.36,9.4,False,Без удобрений,A
Кольраби,2025-08-12,62,0.86,10.5,5.39,14.3,False,Комплексное,B
Цветная,2025-08-30,96,1.25,20.9,7.07,8.3,False,Комплексное,A
Брюссельская,2026-03-15,108,1.14,6.7,7.08,12.6,False,Минеральное,A
Краснокочанная,2026-05-12,107,2.13,21.5,5.87,15.2,False,Без удобрений,B
Цветная,2026-06-06,73,1.22,13.1,5.62,13.6,False,Минеральное,B
Савойская,2025-07-21,105,1.32,21.1,7.01,9.6,False,Комплексное,A
Краснокочанная,2024-04-23,136,1.58,20.0,5.6,10.3,False,Комплексное,A
Брокколи,2024-03-13,62,0.59,15.6,5.89,14.1,False,Минеральное,B
Брюссельская,2025-02-07,105,1.03,6.6,5.85,14.0,False,Минеральное,B
Савойская,2025-01-15,105,1.66,13.7,6.51,9.5,True,Без удобрений,D
Белокочанная,2024-03-25,128,2.92,24.0,6.69,18.0,False,Органическое,A
Савойская,2025-03-20,106,1.46,18.0,6.78,17.2,False,Биоудобрение,B
Брюссельская,2026-04-27,94,0.59,4.3,6.22,18.6,False,Органическое,B
Брюссельская,2026-06-11,101,0.97,4.3,5.84,8.7,False,Комплексное,A
Краснокочанная,2025-05-27,128,1.22,17.9,6.92,14.2,False,Органическое,A
Белокочанная,2026-01-10,135,3.49,19.9,6.14,15.1,False,Без удобрений,A
Краснокочанная,2025-09-05,135,2.98,16.4,5.74,8.4,False,Органическое,B
Краснокочанная,2025-03-10,141,1.86,20.9,6.48,14.6,False,Комплексное,A
Брюссельская,2026-02-11,118,0.96,4.5,6.14,17.8,False,Биоудобрение,A
Пекинская,2025-07-14,73,1.8,9.6,6.13,14.5,False,Биоудобрение,B
Белокочанная,2025-04-20,126,1.92,20.4,5.48,15.1,False,Комплексное,B
Савойская,2025-07-14,107,0.79,17.6,6.77,4.2,True,Комплексное,C
Краснокочанная,2025-06-11,138,2.72,14.9,6.67,13.7,False,Без удобрений,B
Брокколи,2025-01-27,75,1.27,14.1,5.49,11.0,False,Биоудобрение,B
Савойская,2026-04-15,97,1.23,21.0,6.2,11.3,False,Биоудобрение,B
Савойская,2024-03-17,133,2.84,18.5,7.31,13.4,False,Комплексное,A
Савойская,2024-09-28,99,2.04,19.1,5.54,12.4,False,Органическое,A
Брюссельская,2025-02-20,129,0.72,7.3,6.21,10.6,False,Биоудобрение,A
Пекинская,2024-12-09,79,0.68,14.4,5.33,14.7,False,Биоудобрение,B
Брюссельская,2024-10-01,93,1.11,4.3,6.24,9.3,False,Без удобрений,A
Краснокочанная,2024-05-12,144,2.81,15.2,7.35,12.0,False,Органическое,B
Пекинская,2026-03-26,52,1.55,9.7,6.19,15.6,True,Минеральное,B
Брокколи,2025-03-18,70,0.47,14.1,5.53,11.9,False,Органическое,B
Кольраби,2025-06-13,65,0.77,10.7,6.2,13.2,False,Органическое,A
Кольраби,2024-10-08,70,0.51,10.7,6.62,14.7,False,Комплексное,A
Савойская,2025-10-09,128,1.02,19.6,7.36,12.0,False,Комплексное,A
Краснокочанная,2025-06-07,113,1.42,15.7,6.39,18.8,False,Минеральное,A
Кольраби,2026-01-15,84,0.59,6.8,5.93,10.7,False,Без удобрений,C
Цветная,2025-12-02,95,1.3,13.2,6.31,7.7,True,Биоудобрение,D
Пекинская,2026-05-16,68,1.73,10.8,6.84,10.4,False,Минеральное,B
Цветная,2025-03-11,92,1.09,13.2,5.62,11.6,False,Органическое,B
Пекинская,2026-04-11,62,0.68,13.0,6.99,13.6,False,Комплексное,A
Краснокочанная,2025-06-25,143,3.57,21.6,6.9,10.9,False,Комплексное,A
Кольраби,2024-05-29,75,0.28,6.6,5.39,15.6,False,Без удобрений,C
